name_source	name	source	type	name1	name2	descr1	descr2	descr3	description
	Phorbas	Greek	mythological figures			Phorbas			Phorbas — The name of several mythological figures.
		Greek	Deified mortals						
	Byblis	Greek	mythological figures			Byblis			Byblis — A woman who fell in love with her twin brother.
		Greek	Rustic deities						
Ἀγαμέμνων	Agamemnon	Greek	Kings			Agamemnon	Ἀγαμέμνων	, a king of Mycenae and commander of the Greek armies during the Trojan War	Agamemnon (Ἀγαμέμνων), a king of Mycenae and commander of the Greek armies during the Trojan War
	Rarus	Greek	mythological figures			Rarus			Rarus — A possible father of Triptolemus.
	Peneleos	Greek	mythological figures			Peneleos			Peneleos — An Achaean soldier in the Trojan War.
Ἁλκιμάχη	Alcimache	Greek	mythological figures			Alcimache	Ἁλκιμάχη	 — the name of several mythological figures.	Alcimache (Ἁλκιμάχη) — the name of several mythological figures.
	Pandaie	Greek	mythological figures			Pandaie			Pandaie — A daughter of Heracles in India.
Ὠρίων	Orion	Greek	Gigantes			Orion	Ὠρίων	, a giant huntsman whom Zeus placed among the stars as the constellation of Orion	Orion (Ὠρίων), a giant huntsman whom Zeus placed among the stars as the constellation of Orion
Μελίαι	Meliae	Greek	Rustic deities			Meliae	Μελίαι	, nymphs of honey and the ash tree	Meliae (Μελίαι), nymphs of honey and the ash tree
Χαρικλώ	Chariclo	Greek	Rustic deities			Chariclo	Χαρικλώ	, wife of the centaur Chiron	Chariclo (Χαρικλώ), wife of the centaur Chiron
		Greek	Notable women						Medusa, a mortal woman transformed into a hideous gorgon by Athena
	Iphitus	Greek	mythological figures			Iphitus			Iphitus — The name of several mythological figures.
	Hermippe	Greek	mythological figures			Hermippe			Hermippe — wife of Orchomeus and mother of Minyas by Poseidon.
		Greek	mythological figures						Aëthlius, first king of Elis
Σκάμανδρος	Scamander	Greek	Rustic deities			Scamander	Σκάμανδρος		Scamander (Σκάμανδρος)
	Munichus	Greek	mythological figures			Munichus			Munichus — The name of several mythological figures.
		Greek	Kings						Thersander, a king of Thebes and one of the Epigoni
Λιμός	Limos	Greek	Spirits			Limos	Λιμός	, spirit of hunger and starvation	Limos (Λιμός), spirit of hunger and starvation
	Lycastus	Greek	mythological figures			Lycastus			Lycastus — The name of several mythological figures.
Λήθη	Lethe	Greek	Chthonic deities			Lethe	Λήθη	, the river of forgetfulness	Lethe (Λήθη), the river of forgetfulness
Πάσσαλος	Passalos	Greek	Rustic deities			Passalos	Πάσσαλος		Passalos (Πάσσαλος)
	Myrina	Greek	mythological figures			Myrina			Myrina — The name of several mythological figures.
Μίνως	Minos	Greek	Chthonic deities			Minos	Μίνως	, former mortal king of Crete and judge of the final vote	Minos (Μίνως), former mortal king of Crete and judge of the final vote
	Hyacinthus	Greek	mythological figures			Hyacinthus			Hyacinthus — A lover of Apollo changed into a flower.
		Greek	Seers/oracles						Cassandra, a princess of Troy cursed to see the future but never to be believed
	Asterope	Greek	mythological figures			Asterope			Asterope — The name of several mythological figures.
		Greek	Kings						Memnon, a king of Ethiopia who fought on the side of Troy during the Trojan War
	Nyctimene	Greek	mythological figures			Nyctimene			Nyctimene — A woman transformed by Athena into an owl.
	Hippocoön	Greek	mythological figures			Hippocoön			Hippocoön — The name of several mythological figures.
Μέση	Mese	Greek	Other deities			Mese	Μέση	 "the middle (chord of the lyre)"	Mese (Μέση) "the middle (chord of the lyre)"
		Greek	Kings						Arcesius, a king of Ithaca and father of Laertes
Ἑστία	Hestia	Greek	Agricultural deities			Hestia	Ἑστία	, maiden goddess of the hearth who presided over the baking of bread, mankind's staple food	Hestia (Ἑστία), maiden goddess of the hearth who presided over the baking of bread, mankind's staple food
	Lycaon of Troy	Greek	mythological figures			Lycaon of Troy			Lycaon of Troy — A son of Priam, killed by Achilles.
Αργέστης	Argestes	Greek	Sky deities			Argestes	Αργέστης	, another name for the west or northwest wind	Argestes (Αργέστης), another name for the west or northwest wind
	Leucippus	Greek	mythological figures			Leucippus			Leucippus — The name of several mythological figures.
Πένθος	Penthus	Greek	Spirits			Penthus	Πένθος	, spirit of grief, mourning, and lamentation	Penthus (Πένθος), spirit of grief, mourning, and lamentation
	Elpenor	Greek	mythological figures			Elpenor			Elpenor — A crew member of Odysseus, who died in an accident; his shade approached Odysseus in the Underworld to beg him for a proper burial.
		Greek							
	Coeranus	Greek	mythological figures			Coeranus			Coeranus — The name of several mythological figures.
	Perileos	Greek	mythological figures			Perileos			Perileos — The name of several mythological figures.
	Metioche	Greek	mythological figures			Metioche			Metioche — A daughter of Orion who was transformed into a comet.
Φαίνων	Phaenon	Greek	Sky deities			Phaenon	Φαίνων	, god of Kronion, the planet Saturn	Phaenon (Φαίνων), god of Kronion, the planet Saturn
	Physcoa	Greek	mythological figures			Physcoa			Physcoa — member of the Sixteen Women and lover of Dionysus.
Στερόπη	Sterope	Greek	Sky deities			Sterope	Στερόπη		Sterope (Στερόπη)
Ἀκοίτης	Acoetes	Greek	mythological figures			Acoetes	Ἀκοίτης	 — priest of Dionysus.	Acoetes (Ἀκοίτης) — priest of Dionysus.
Παννυχίς	Pannychis	Greek	Other deities			Pannychis	Παννυχίς	 "all-night (festivity)"	Pannychis (Παννυχίς) "all-night (festivity)"
	Ilione	Greek	mythological figures			Ilione			Ilione — Daughter of Priam and wife of Polymestor.
Αγλαΐα	Aglaea	Greek	Other deities			Aglaea	Αγλαΐα	, goddess of beauty, adornment, splendor and glory	Aglaea (Αγλαΐα), goddess of beauty, adornment, splendor and glory
Γαία	Gaia	Greek	Rustic deities			Gaia	Γαία	, primeval goddess of the earth	Gaia (Γαία), primeval goddess of the earth
Νυμφή	Nymphe	Greek	Rustic deities			Nymphe	Νυμφή	, the morning hour of ablutions (bathing, washing)	Nymphe (Νυμφή), the morning hour of ablutions (bathing, washing)
Νεφέλαι	Nephelai	Greek	Sky deities			Nephelai	Νεφέλαι	, cloud nymphs	Nephelai (Νεφέλαι), cloud nymphs
	Eriopis	Greek	mythological figures			Eriopis			Eriopis — The name of several mythological figures.
	Arcesilaus	Greek	mythological figures			Arcesilaus			Arcesilaus — One of the Greek leaders in the Trojan War.
	Acallaris	Greek	mythological figures			Acallaris			Acallaris — daughter of Eumedes.
Ἔρεβος (Érebos)	Erebus	Greek	Ancient Greek name						The god of darkness and shadow.
Μῶμος	Momus	Greek	Spirits			Momus	Μῶμος	, spirit of mockery, blame, censure and stinging criticism	Momus (Μῶμος), spirit of mockery, blame, censure and stinging criticism
Ἱππολύτη	Hippolyta	Greek	Amazons			Hippolyta	Ἱππολύτη	, a queen of Amazons and daughter of Ares	Hippolyta (Ἱππολύτη), a queen of Amazons and daughter of Ares
	Butes	Greek	mythological figures			Butes			Butes — The name of several mythological figures.
	Hypermnestra	Greek	mythological figures			Hypermnestra			Hypermnestra — The name of several mythological figures.
		Greek	Kings						Haemus, a king of Thrace
Πρωτεύς	Proteus	Greek	Sea deities			Proteus	Πρωτεύς	, a shape-shifting, prophetic old sea god, and the herdsman of Poseidon's seals	Proteus (Πρωτεύς), a shape-shifting, prophetic old sea god, and the herdsman of Poseidon's seals
Ἡδύλογος	Hedylogos	Greek	Spirits			Hedylogos	Ἡδύλογος	, god of sweet talk and flattery	Hedylogos (Ἡδύλογος), god of sweet talk and flattery
Ἀχιλλεύς	Achilles	Greek	Deified mortals			Achilles	Ἀχιλλεύς	, hero of the Trojan War	Achilles (Ἀχιλλεύς), hero of the Trojan War
	Harpalion	Greek	mythological figures			Harpalion			Harpalion — The name of several mythological figures.
Kωκυτός	Cocytus	Greek	Rustic deities			Cocytus	Kωκυτός		Cocytus (Kωκυτός)
	Echetlus	Greek	mythological figures			Echetlus			Echetlus — an Athenian mythical hero fought in the Battle of Marathon.
Νύμφαι Υπερβόρειοι	The Nymphai Hyperboreioi	Greek	Rustic deities			The Nymphai Hyperboreioi	Νύμφαι Υπερβόρειοι	, who presided over aspects of archery	The Nymphai Hyperboreioi (Νύμφαι Υπερβόρειοι), who presided over aspects of archery
	Phlias	Greek	mythological figures			Phlias			Phlias — A son of Dionysus who sailed with the Argonauts.
Ἀγκαῖος	Ancaeus	Greek	mythological figures			Ancaeus	Ἀγκαῖος	 — the name of two separate Argonauts, each of whom was killed by a boar.	Ancaeus (Ἀγκαῖος) — the name of two separate Argonauts, each of whom was killed by a boar.
		Greek	Kings						Deiphontes, a king of Argos
Φυλονόη	Phylonoe	Greek	mythological figures			Phylonoe	Φυλονόη	, daughter of Tyndareus and Leda, made immortal by Artemis	Phylonoe (Φυλονόη), daughter of Tyndareus and Leda, made immortal by Artemis
Έσπερίς	Hesperis	Greek	Rustic deities			Hesperis	Έσπερίς	, evening	Hesperis (Έσπερίς), evening
	Lycurgus of Thrace	Greek	mythological figures			Lycurgus of Thrace			Lycurgus of Thrace — A king of the Edoni in Thrace.
	Bucolion	Greek	mythological figures			Bucolion			Bucolion — illegitimate son of the Trojan king Laomedon and half-brother of Priam.
Εἰρήνη	Eirene	Greek	Spirits			Eirene	Εἰρήνη	, goddess of peace	Eirene (Εἰρήνη), goddess of peace
		Greek	Kings						Ilus, founder-king of Troy
Ἀμφικτύων	Amphictyon	Greek	Kings			Amphictyon	Ἀμφικτύων	, a king of Athens	Amphictyon (Ἀμφικτύων), a king of Athens
	Enarete	Greek	mythological figures			Enarete			Enarete — wife of Aeolus.
	Melicertes	Greek	mythological figures			Melicertes			Melicertes — Son of Athamas and Ino who was transformed into the marine god Palaemon.
		Greek	Kings						Aegimius, a king of Thessaly and progenitor of the Dorians
Μενοίτης	Menoetes	Greek	Chthonic deities			Menoetes	Μενοίτης	, an Underworld spirit who herded the cattle of Hades	Menoetes (Μενοίτης), an Underworld spirit who herded the cattle of Hades
Δεῖμος	Deimos	Greek	Spirits			Deimos	Δεῖμος	, spirit of fear, dread, and terror	Deimos (Δεῖμος), spirit of fear, dread, and terror
Ταϋγέτη	Taygete	Greek	Sky deities			Taygete	Ταϋγέτη		Taygete (Ταϋγέτη)
		Greek	Kings						Aleus, a king of Tegea
Ἄγδιστις	Agdistis	Greek	Other deities			Agdistis	Ἄγδιστις	, Phrygian hermaphroditic deity	Agdistis (Ἄγδιστις), Phrygian hermaphroditic deity
Αἰτωλός	Aetolus	Greek	mythological figures			Aetolus	Αἰτωλός	 — son of Endymion, eponym of Aetolia.	Aetolus (Αἰτωλός) — son of Endymion, eponym of Aetolia.
Ἀλφεσιβοίας	Alphesiboea	Greek	mythological figures			Alphesiboea	Ἀλφεσιβοίας	 — the name of several mythological figures.	Alphesiboea (Ἀλφεσιβοίας) — the name of several mythological figures.
Εὐνομία	Eunomia	Greek	Spirits			Eunomia	Εὐνομία	, goddess of good order and lawful conduct	Eunomia (Εὐνομία), goddess of good order and lawful conduct
	Argynnus	Greek	mythological figures			Argynnus			Argynnus — Beloved of Agamemnon.
		Greek	Kings						Minos, a king of Crete; after his death, became one of the judges of the dead in the Underworld
		Greek	Kings						Bias, a king of Argos
	Clytus	Greek	mythological figures			Clytus			Clytus — The name of several mythological figures.
		Greek	Notable women						Europa, a Phoenician woman, abducted by Zeus
	Phocus	Greek	mythological figures			Phocus			Phocus — the name of several mythological figures.
Ἄλγεα	Algea	Greek	Spirits			Algea	Ἄλγεα	, spirits of pain and suffering	Algea (Ἄλγεα), spirits of pain and suffering
	Lysippe	Greek	mythological figures			Lysippe			Lysippe — The name of several mythological figures.
Ἀλκιμέδη	Alcimede	Greek	mythological figures			Alcimede	Ἀλκιμέδη	 — wife of Aeson and mother of Jason.	Alcimede (Ἀλκιμέδη) — wife of Aeson and mother of Jason.
	Laodice	Greek	mythological figures			Laodice			Laodice — A daughter of Priam.
Λαμπεδώ	Lampedo	Greek	Amazons			Lampedo	Λαμπεδώ	, an Amazon queen who ruled with her sister Marpesia	Lampedo (Λαμπεδώ), an Amazon queen who ruled with her sister Marpesia
	Hodites	Greek	mythological figures			Hodites			Hodites — The name of several mythological figures.
Μορμώ	Mormo	Greek	Chthonic deities			Mormo	Μορμώ	, a fearsome Underworld spirit or spirits in the train of Hecate	Mormo (Μορμώ), a fearsome Underworld spirit or spirits in the train of Hecate
	Deipyle	Greek	mythological figures			Deipyle			Deipyle — wife of Tydeus and mother of Diomedes.
Ἥλιος (Hḗlios)	Helios	Greek	The Twelve Titans						Titan of the sun and guardian of oaths.
	Cleopatra	Greek	mythological figures			Cleopatra			Cleopatra — wife of Meleager.
Πραξιδίκη	Praxidike	Greek	Spirits			Praxidike	Πραξιδίκη	, spirit of exacting justice	Praxidike (Πραξιδίκη), spirit of exacting justice
	Autonoë	Greek	mythological figures			Autonoë			Autonoë — Daughter of Cadmus and mother of Actaeon.
		Animals							Thamin
		Greek	Kings						Cecrops, an autochthonous king of Athens
Ειρεσιώνη	Eiresione	Greek	Other deities			Eiresione	Ειρεσιώνη	, personification of the olive branch	Eiresione (Ειρεσιώνη), personification of the olive branch
	Mestor	Greek	mythological figures			Mestor			Mestor — The name of several mythological figures.
Τρίτωνες	Tritones	Greek	Sea deities			Tritones	Τρίτωνες	, fish-tailed spirits in Poseidon's retinue	Tritones (Τρίτωνες), fish-tailed spirits in Poseidon's retinue
